"Year","Geography Group","Geography","Age Group","Service","Poverty Level","Totals - Clients Receiving Registered Services","Totals - Total Clients, by Age Group","Characteristics - Male","Characteristics - Female","Characteristics - Rural","Characteristics - Lives Alone","Ethnicity - Hispanic","Ethnicity - Not Hispanic","Race - White Alone, Not Hispanic","Race - White Alone, Hispanic","Race - Native American Alone","Race - Asian Alone","Race - Black/African American Alone","Race - Hawaiian Pacific Islander Alone","Race - Other Race","Race - Two or More Races"
"2015","States","Nebraska","Age 85+","Nutrition Counseling","Total - All Income Levels","0","220","40","180","20","154","6","213","198","4","0","4","11","1","2","0"
"2015","States","Nebraska","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","557","557","116","437","268","325","13","517","489","12","6","31","9","0","1","1"
"2015","States","Nebraska","Age 60-74","Assisted Transportation","Total - All Income Levels","0","159","41","117","61","82","6","141","128","6","2","11","4","0","1","1"
"2015","States","Nebraska","Age 75-84","Assisted Transportation","Total - All Income Levels","0","184","40","142","78","110","6","171","160","5","2","14","1","0","0","0"
"2015","States","Nebraska","Age 85+","Assisted Transportation","Total - All Income Levels","0","211","35","175","126","133","1","203","198","1","2","6","4","0","0","0"
"2015","States","Nebraska","Total - All Age Groups","Total - All Services","In Poverty","5,248","5,248","1,554","3,682","3,752","3,409","209","4,801","4,533","52","80","213","161","7","165","2"
"2015","States","Nebraska","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Total - All Age Groups","Congregate Meals","In Poverty","2,661","2,661","867","1,788","2,187","1,509","118","2,389","2,319","15","37","139","22","4","106","1"
"2015","States","Nebraska","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Total - All Age Groups","Nutrition Counseling","In Poverty","424","424","114","309","45","258","10","406","273","10","8","108","19","0","2","1"
"2015","States","Nebraska","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Total - All Age Groups","Assisted Transportation","In Poverty","163","163","34","129","64","108","4","157","129","3","2","26","2","0","1","0"
"2015","States","Nebraska","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nebraska","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Total - All Services","Total - All Income Levels","25,061","24,350","10,395","14,281","11,021","10,035","1,747","21,266","17,489","1,159","315","579","1,544","158","370","737"
"2015","States","Nevada","Age 60-74","Total - All Services","Total - All Income Levels","0","12,378","5,366","6,850","5,405","4,963","935","10,562","8,577","583","185","274","924","97","223","336"
"2015","States","Nevada","Age 75-84","Total - All Services","Total - All Income Levels","0","7,355","3,046","4,241","3,426","3,035","488","6,498","5,405","346","81","202","383","40","98","227"
"2015","States","Nevada","Age 85+","Total - All Services","Total - All Income Levels","0","4,057","1,491","2,529","1,817","1,899","267","3,618","3,057","187","34","82","198","16","41","167"
"2015","States","Nevada","Total - All Age Groups","Congregate Meals","Total - All Income Levels","17,209","16,561","7,445","9,421","8,836","6,071","1,063","14,353","12,250","577","262","372","640","98","287","436"
"2015","States","Nevada","Age 60-74","Congregate Meals","Total - All Income Levels","0","9,067","4,043","4,879","4,542","3,188","650","7,650","6,441","341","157","198","456","65","179","220"
"2015","States","Nevada","Age 75-84","Congregate Meals","Total - All Income Levels","0","4,889","2,130","2,701","2,709","1,839","261","4,329","3,765","144","67","118","133","21","79","127"
"2015","States","Nevada","Age 85+","Congregate Meals","Total - All Income Levels","0","2,166","859","1,281","1,279","943","111","1,935","1,702","66","28","40","33","8","22","84"
"2015","States","Nevada","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Total - All Services","In Poverty","7,963","7,904","3,235","4,693","3,062","4,512","768","7,115","5,258","484","166","258","775","53","190","367"
"2015","States","Nevada","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Congregate Meals","In Poverty","4,746","4,703","2,157","2,562","2,109","2,603","399","4,290","3,259","180","130","152","367","28","146","199"
"2015","States","Nevada","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","Nevada","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Total - All Services","Total - All Income Levels","32,181","31,934","10,892","21,133","24,092","14,880","42","27,734","13,044","0","78","19","30","19","0","0"
"2015","States","New Hampshire","Age 60-74","Total - All Services","Total - All Income Levels","0","10,453","3,808","6,588","8,011","4,564","15","8,846","3,958","0","23","5","17","5","0","0"
"2015","States","New Hampshire","Age 75-84","Total - All Services","Total - All Income Levels","0","10,437","3,476","6,924","7,963","4,614","21","9,064","4,029","0","33","8","12","8","0","0"
"2015","States","New Hampshire","Age 85+","Total - All Services","Total - All Income Levels","0","10,879","3,443","7,395","8,016","5,625","6","9,505","4,997","0","22","6","0","6","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Congregate Meals","Total - All Income Levels","18,237","18,043","5,990","12,132","14,598","7,372","18","15,035","6,338","0","53","10","13","10","0","0"
"2015","States","New Hampshire","Age 60-74","Congregate Meals","Total - All Income Levels","0","6,661","2,298","4,321","5,428","2,463","4","5,446","2,116","0","14","3","8","3","0","0"
"2015","States","New Hampshire","Age 75-84","Congregate Meals","Total - All Income Levels","0","6,241","2,017","4,197","5,021","2,490","12","5,213","2,139","0","25","5","5","5","0","0"
"2015","States","New Hampshire","Age 85+","Congregate Meals","Total - All Income Levels","0","5,083","1,582","3,470","4,109","2,407","2","4,187","2,072","0","14","2","0","2","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","12,052","12,004","4,385","7,627","8,054","6,433","24","11,051","5,796","0","22","8","15","8","0","0"
"2015","States","New Hampshire","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","3,314","1,371","1,928","2,246","1,796","11","2,989","1,584","0","8","1","8","1","0","0"
"2015","States","New Hampshire","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","3,602","1,281","2,312","2,479","1,815","9","3,325","1,631","0","6","3","6","3","0","0"
"2015","States","New Hampshire","Age 85+","Nutrition Counseling","Total - All Income Levels","0","4,986","1,664","3,312","3,271","2,761","4","4,616","2,535","0","8","4","0","4","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 60-74","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 75-84","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 85+","Assisted Transportation","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Total - All Services","In Poverty","4,928","4,928","1,297","3,677","3,759","1,290","13","4,481","1,145","0","7","7","7","7","0","0"
"2015","States","New Hampshire","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Congregate Meals","In Poverty","2,131","2,131","601","1,572","1,778","566","5","1,810","473","0","4","5","3","5","0","0"
"2015","States","New Hampshire","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Nutrition Counseling","In Poverty","2,499","2,499","641","1,861","1,762","638","8","2,391","594","0","3","1","4","1","0","0"
"2015","States","New Hampshire","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Total - All Age Groups","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Hampshire","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Total - All Age Groups","Total - All Services","Total - All Income Levels","62,731","59,433","19,825","42,159","0","28,046","6,915","52,286","39,123","6,740","188","2,584","8,397","131","500","776"
"2015","States","New Jersey","Age 60-74","Total - All Services","Total - All Income Levels","0","19,961","6,769","13,026","0","8,658","3,037","16,002","10,573","2,959","72","1,279","3,490","67","190","229"
"2015","States","New Jersey","Age 75-84","Total - All Services","Total - All Income Levels","0","19,016","5,845","13,063","0","8,901","2,389","15,890","11,720","2,273","50","956","2,674","24","131","283"
"2015","States","New Jersey","Age 85+","Total - All Services","Total - All Income Levels","0","19,080","5,674","13,301","0","9,771","1,123","17,265","14,547","1,131","36","304","1,729","31","102","238"
"2015","States","New Jersey","Total - All Age Groups","Congregate Meals","Total - All Income Levels","28,725","27,484","8,977","19,430","0","10,824","2,507","24,964","17,572","2,436","151","2,125","4,453","86","206","413"
"2015","States","New Jersey","Age 60-74","Congregate Meals","Total - All Income Levels","0","10,557","3,460","6,998","0","3,623","1,225","8,920","5,415","1,188","60","1,133","2,094","55","77","134"
"2015","States","New Jersey","Age 75-84","Congregate Meals","Total - All Income Levels","0","8,996","2,740","6,216","0","3,654","793","7,924","5,592","762","38","770","1,377","12","45","149"
"2015","States","New Jersey","Age 85+","Congregate Meals","Total - All Income Levels","0","7,214","2,168","5,025","0","3,285","319","6,695","5,644","316","26","190","669","15","43","113"
"2015","States","New Jersey","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","1,102","1,093","362","735","0","603","52","1,014","803","57","2","25","176","0","3","15"
"2015","States","New Jersey","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","322","113","206","0","184","27","277","187","31","1","15","78","0","2","2"
"2015","States","New Jersey","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","330","109","220","0","161","16","304","240","14","1","8","50","0","0","8"
"2015","States","New Jersey","Age 85+","Nutrition Counseling","Total - All Income Levels","0","424","127","296","0","251","8","414","361","11","0","0","44","0","1","5"
"2015","States","New Jersey","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","2,903","2,861","792","2,089","0","1,446","832","2,000","1,626","753","2","42","216","8","40","70"
"2015","States","New Jersey","Age 60-74","Assisted Transportation","Total - All Income Levels","0","1,026","322","700","0","473","448","559","423","413","2","20","80","2","18","20"
"2015","States","New Jersey","Age 75-84","Assisted Transportation","Total - All Income Levels","0","899","225","666","0","450","242","634","513","218","0","13","72","1","12","29"
"2015","States","New Jersey","Age 85+","Assisted Transportation","Total - All Income Levels","0","874","207","661","0","492","115","742","640","98","0","6","54","5","8","20"
"2015","States","New Jersey","Total - All Age Groups","Total - All Services","In Poverty","16,196","16,055","4,940","11,170","0","9,582","3,531","12,547","7,617","3,265","52","880","3,316","16","145","306"
"2015","States","New Jersey","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Total - All Age Groups","Congregate Meals","In Poverty","6,382","6,337","1,979","4,376","0","3,537","1,086","5,271","2,819","1,021","32","700","1,525","9","40","132"
"2015","States","New Jersey","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Total - All Age Groups","Nutrition Counseling","In Poverty","253","253","67","186","0","165","24","229","158","24","0","2","61","0","1","4"
"2015","States","New Jersey","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Total - All Age Groups","Assisted Transportation","In Poverty","1,331","1,326","398","924","0","714","657","672","485","590","1","15","122","1","27","37"
"2015","States","New Jersey","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Jersey","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Total - All Services","Total - All Income Levels","42,326","42,309","17,533","24,392","13,370","16,549","16,059","22,211","17,209","15,157","2,839","172","404","43","442","303"
"2015","States","New Mexico","Age 60-74","Total - All Services","Total - All Income Levels","0","20,702","8,748","11,744","6,022","7,535","7,445","10,558","7,610","7,017","1,820","108","182","22","252","98"
"2015","States","New Mexico","Age 75-84","Total - All Services","Total - All Income Levels","0","13,466","5,621","7,727","4,621","5,429","5,325","7,216","5,779","5,026","755","39","126","15","114","137"
"2015","States","New Mexico","Age 85+","Total - All Services","Total - All Income Levels","0","7,196","2,826","4,319","2,443","3,435","2,887","4,029","3,532","2,732","180","18","83","6","54","65"
"2015","States","New Mexico","Total - All Age Groups","Congregate Meals","Total - All Income Levels","31,695","31,678","13,503","17,894","10,116","11,636","10,930","17,090","12,926","10,335","2,629","148","237","32","351","232"
"2015","States","New Mexico","Age 60-74","Congregate Meals","Total - All Income Levels","0","17,206","7,334","9,706","4,969","5,829","5,868","8,826","6,223","5,537","1,725","95","126","19","210","83"
"2015","States","New Mexico","Age 75-84","Congregate Meals","Total - All Income Levels","0","9,814","4,253","5,473","3,494","3,866","3,444","5,555","4,377","3,258","694","35","72","10","86","108"
"2015","States","New Mexico","Age 85+","Congregate Meals","Total - All Income Levels","0","3,898","1,665","2,208","1,446","1,813","1,319","2,373","2,099","1,254","130","11","30","3","33","38"
"2015","States","New Mexico","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Nutrition Counseling","Total - All Income Levels","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","34","34","12","22","22","7","4","30","29","4","0","0","0","0","0","0"
"2015","States","New Mexico","Age 60-74","Assisted Transportation","Total - All Income Levels","0","11","3","8","8","2","2","9","8","2","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Assisted Transportation","Total - All Income Levels","0","15","8","7","9","2","2","13","13","2","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Assisted Transportation","Total - All Income Levels","0","8","1","7","5","3","0","8","8","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Total - All Services","In Poverty","11,514","11,513","4,570","6,848","3,982","5,773","5,686","5,655","3,344","5,331","1,749","39","117","5","83","70"
"2015","States","New Mexico","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Congregate Meals","In Poverty","7,754","7,753","3,183","4,509","2,597","3,867","3,467","4,141","2,134","3,255","1,624","30","66","3","64","49"
"2015","States","New Mexico","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Total - All Age Groups","Assisted Transportation","In Poverty","6","6","4","2","4","1","4","2","1","4","0","0","0","0","0","0"
"2015","States","New Mexico","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New Mexico","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Total - All Age Groups","Total - All Services","Total - All Income Levels","248,943","241,686","78,243","160,198","40,128","111,391","30,205","167,347","122,556","29,984","1,372","22,271","29,589","324","1,622","2,279"
"2015","States","New York","Age 60-74","Total - All Services","Total - All Income Levels","0","98,665","33,349","62,643","13,543","38,523","15,725","60,706","38,299","14,945","662","11,788","13,143","175","842","862"
"2015","States","New York","Age 75-84","Total - All Services","Total - All Income Levels","0","79,298","25,817","52,437","13,564","37,246","10,076","55,558","41,076","10,328","448","7,562","9,922","107","528","792"
"2015","States","New York","Age 85+","Total - All Services","Total - All Income Levels","0","60,084","17,399","41,949","12,009","34,408","3,882","48,391","41,295","4,204","217","2,625","6,009","38","210","587"
"2015","States","New York","Total - All Age Groups","Congregate Meals","Total - All Income Levels","175,584","168,979","54,079","111,904","20,687","70,247","26,275","106,324","74,074","25,529","1,021","21,302","20,212","277","1,018","1,395"
"2015","States","New York","Age 60-74","Congregate Meals","Total - All Income Levels","0","78,710","25,533","50,695","8,317","27,408","13,884","45,147","26,995","13,340","508","11,512","9,852","155","562","614"
"2015","States","New York","Age 75-84","Congregate Meals","Total - All Income Levels","0","56,928","18,422","37,582","7,334","24,979","8,329","36,888","26,658","8,751","336","7,212","6,732","94","316","486"
"2015","States","New York","Age 85+","Congregate Meals","Total - All Income Levels","0","30,712","8,936","21,223","4,274","16,776","2,634","22,222","18,999","3,020","135","2,314","3,237","24","105","262"
"2015","States","New York","Total - All Age Groups","Nutrition Counseling","Total - All Income Levels","6,334","6,235","2,075","4,151","1,922","4,163","243","5,888","4,503","196","102","36","1,088","2","42","77"
"2015","States","New York","Age 60-74","Nutrition Counseling","Total - All Income Levels","0","2,094","780","1,309","627","1,396","103","1,941","1,371","77","52","15","434","1","24","33"
"2015","States","New York","Age 75-84","Nutrition Counseling","Total - All Income Levels","0","1,989","670","1,318","669","1,270","81","1,878","1,408","65","29","14","369","0","14","31"
"2015","States","New York","Age 85+","Nutrition Counseling","Total - All Income Levels","0","2,112","605","1,503","608","1,483","58","2,034","1,693","53","20","7","282","1","4","13"
"2015","States","New York","Total - All Age Groups","Assisted Transportation","Total - All Income Levels","2,484","2,052","522","1,500","443","1,306","330","1,492","1,119","314","5","222","179","0","20","14"
"2015","States","New York","Age 60-74","Assisted Transportation","Total - All Income Levels","0","615","216","382","153","363","117","422","268","109","2","82","75","0","5","1"
"2015","States","New York","Age 75-84","Assisted Transportation","Total - All Income Levels","0","702","169","529","154","473","161","483","346","162","2","83","57","0","11","4"
"2015","States","New York","Age 85+","Assisted Transportation","Total - All Income Levels","0","726","133","585","136","466","52","582","500","43","1","56","47","0","4","8"
"2015","States","New York","Total - All Age Groups","Total - All Services","In Poverty","78,375","77,354","25,795","52,046","7,937","37,346","20,068","49,245","26,087","19,864","475","14,980","12,261","112","800","859"
"2015","States","New York","Age 60-74","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 75-84","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 85+","Total - All Services","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Total - All Age Groups","Congregate Meals","In Poverty","57,681","56,884","17,993","37,928","3,853","22,792","10,395","30,990","18,721","10,472","311","8,985","7,477","103","421","469"
"2015","States","New York","Age 60-74","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 75-84","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 85+","Congregate Meals","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Total - All Age Groups","Nutrition Counseling","In Poverty","1,472","1,472","431","1,038","433","1,075","100","1,361","931","76","34","7","351","1","17","20"
"2015","States","New York","Age 60-74","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 75-84","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 85+","Nutrition Counseling","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Total - All Age Groups","Assisted Transportation","In Poverty","690","690","179","497","68","389","142","438","281","134","2","105","65","0","8","2"
"2015","States","New York","Age 60-74","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 75-84","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","New York","Age 85+","Assisted Transportation","In Poverty","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","States","North Carolina","Total - All Age Groups","Total - All Services","Total - All Income Levels","46,801","46,330","14,782","32,019","20,592","22,471","8,714","38,087","23,759","5,348","409","433","15,492","41","0","305"
"2015","States","North Carolina","Age 60-74","Total - All Services","Total - All Income Levels","0","16,445","5,655","10,790","7,236","7,534","2,285","14,160","8,093","1,325","154","210","6,300","15","0","98"
"2015","States","North Carolina","Age 75-84","Total - All Services","Total - All Income Levels","0","15,807","4,982","10,825","6,955","7,342","3,132","12,675","8,009","1,956","161","171","5,046","15","0","92"
